id_case,country,authority,date,penalty_fee,subjet,subjet_industry,law,summary_law,summary_case,court_file
ETid-1384,SPAIN,Spanish Data Protection Authority (aepd),2022-09-09,300,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 300 on a private individual. The controller had installed video surveillance cameras which, among other things, also covered the public space and a neighbour property. The DPA considered this to be a violation of the principle of data minimization.",https://www.aepd.es/es/documento/ps-00071-2022.pdf
ETid-1385,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-09,"2,000",SC Raiffeisen Bank SA,"Finance, Insurance and Consulting",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,"The Romanian DPA has imposed a fine of EUR 2,000 on SC Raiffeisen Bank SA. 
An individual had filed a complaint with the DPA for receiving text messages about money transfers to certain persons that they had not effected. 
During its investigation, the DPA found that the bank had accidentally used the telephone number of the data subject for transaction purposes in 44 cases. The data subject was not a customer of the bank and had not requested the transactions.",https://www.dataprotection.ro/?page=Comunicat_Presa_09.09.2022&lang=ro
ETid-1386,SPAIN,Spanish Data Protection Authority (aepd),2022-09-09,180,EURO DONER KEBAB,Accomodation and Hospitalty,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine on EURO DONER KEBAB. The controller had installed video surveillance cameras which, among other things, also covered the public space. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller had not properly informed the data subjects about the processing of the data by the video surveillance and thus violated its duty to inform. The original fine of EUR 300 was reduced to EUR 180 due to voluntary payment and admission of responsibility.",https://www.aepd.es/es/documento/ps-00261-2022.pdf
ETid-1387,SPAIN,Spanish Data Protection Authority (aepd),2022-09-06,"20,000","MUXERS CONCEPT, S.L.",Employment,Art. 6 GDPR,Insufficient legal basis for data processing,"The Spanish DPA has fined MUXERS CONCEPT, S.L. EUR 20,000. The company had installed video surveillance cameras and microphones in the employee changing room in one of the restaurants it operates. The DPA found that there was no legal basis for such extensive processing of the employees' personal data and that the processing was therefore unlawful.",https://www.aepd.es/es/documento/ps-00178-2022.pdf
ETid-1388,SPAIN,Spanish Data Protection Authority (aepd),2022-09-04,360,Store owner,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine on a store owner. The controller had installed video surveillance cameras which, among other things, also covered the public space. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller had not properly informed the data subjects about the processing of the data by the video surveillance and thus violated its duty to inform. The original fine of EUR 600 was reduced to EUR 360 due to voluntary payment and admission of responsibility.",https://www.aepd.es/es/documento/ps-00177-2022.pdf
ETid-1389,ITALY,Italian Data Protection Authority (Garante),2022-06-30,"5,000","Federazione Italiana Sommelier, Albergatori e Ristoratori",Individuals and Private Associations,"Art. 5 (1) a), f) GDPR, Art. 6 (1) GDPR",Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 5,000 on Federazione Italiana Sommelier, Albergatori e Ristoratori. The federation had sent a protocol containing personal data of a member to all other members. The protocol revealed information about a disciplinary measure against the member concerned, although the measure was not yet legally binding and was later revoked. In addition, the disciplinary measure continued to be published on a cloud platform even after the measure was revoked.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9803345
ETid-1390,ITALY,Italian Data Protection Authority (Garante),2022-06-16,"2,000",Federazione Italiana Nuoto,Individuals and Private Associations,"Art. 12 (3), (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,"The Italian DPA (Garante) fined Federazione Italiana Nuoto
 EUR 2,000 for failing to respond to the data subject's request for access to their data in a timely manner.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9803309
ETid-1391,SPAIN,Spanish Data Protection Authority (aepd),2022-09-16,480,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine on a private individual. The controller had installed video surveillance cameras which, among other things, also covered the public space. The DPA considered this to be a violation of the principle of data minimization. The original fine of EUR 600 was reduced to EUR 480 due to voluntary payment.",https://www.aepd.es/es/documento/ps-00050-2022.pdf
ETid-1392,SPAIN,Spanish Data Protection Authority (aepd),2022-09-16,"10,000","SOPHIE ET VOILA, S.L",Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 10,000 on SOPHIE ET VOILA, S.L..The wedding dress company had published a picture of a customer in a wedding dress on its Instagram account without the customer's consent. For this reason, the DPA determined that the processing of the customer's personal data was unlawful.",https://www.aepd.es/es/documento/ps-00066-2022.pdf
ETid-1393,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-08,"8,000",Realmedia Network SA,"Media, Telecoms and Broadcasting","Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has fined Realmedia Network SA EUR 8,000. The company had suffered security breaches on a website it operates. This allowed it to leak and access unauthorized data. The data involved included surnames, first names, telephone numbers, e-mail addresses, postal addresses, signatures, copies of ID cards, bank data and information from land register extracts of the data subjects. A total of 194,309 people were affected by the security incident. The DPA found that the company had failed to take adequate technical and organizational measures to ensure a level of data security appropriate to the processing risk.",https://www.dataprotection.ro/?page=Comunicat_Presa_08_09_2022&lang=ro
ETid-1394,SPAIN,Spanish Data Protection Authority (aepd),2022-08-28,"48,000","NATURGY ENERGY GROUP, S.A.",Transportation and Energy,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine on NATURGY ENERGY GROUP, S.A.. A person had contacted the energy company pretending to be a relative of a customer. The person requested to receive electricity bills using a new email address. To verify the identity, the person had to provide name, address, ID number, contract number and the last 4 digits of the bank account details of the customer. However, the DPA found that this verification did not comply with the requirements of the GDPR for identity verification and considered it to be a violation of Art. 5 (1) f) GDPR and Art. 32 GDPR. The original fine of EUR 80,000 was reduced to EUR 48,000 due to voluntary payment and admission of responsibility.",https://www.aepd.es/es/documento/ps-00100-2022.pdf
ETid-1395,SPAIN,Spanish Data Protection Authority (aepd),2022-08-28,"5,600",SOLIVESA MASTER FRANCHISE S.L.,"Media, Telecoms and Broadcasting","Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights,"The Spanish DPA (AEPD) imposed a fine of EUR 5,600 on SOLIVESA MASTER FRANCHISE S.L.. The data subject had received an advertising call from the controller made on behalf of Vodafone España, S.A.U., although the data subject was registered in the Robinson advertising exclusion list.",https://www.aepd.es/es/documento/ps-00186-2022.pdf
ETid-1396,SPAIN,Spanish Data Protection Authority (aepd),2022-09-04,"1,500",Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine of EUR on a private individual. The data subject had filed a complaint against his ex-wife with the DPA. The ex-wife had installed video surveillance cameras in the jointly occupied house, which also recorded his living areas and thus interfered with his privacy. The DPA considered this to be a violation of the principle of data minimization.",https://www.aepd.es/es/documento/ps-00521-2021.pdf
ETid-1397,SPAIN,Spanish Data Protection Authority (aepd),2022-07-15,600,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 600 on a private individual. The controller had installed video surveillance cameras which, among other things, also covered the neighborly shared acces road. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller had not properly informed the data subjects about the processing of the data by the video surveillance and thus violated its duty to inform.",https://www.aepd.es/es/documento/ps-00600-2021.pdf
ETid-1398,GERMANY,Data Protection Authority of Berlin,2022-09-20,"525,000",Company,Industry and Commerce,Art. 38 (6) GDPR,Insufficient involvement of data protection officer,"The DPA of Berlin has imposed a fine of EUR 525,000 on the subsidiary of a Berlin-based e-commerce group. 
The company had appointed a data protection officer, who however was also the managing director of two service companies that processed personal data on behalf of the very same company for which they acted as data protection officer. These service companies are also part of the group to which the e-commerce company belongs. The DPA considered this to be a conflict of interest and found a violation of Art. 38 (6) GDPR. 

The DPA had already issued a warning to the company in 2021 due to the conflict of interest. When a new inspection this year revealed that no new data protection officer had been appointed, the DPA imposed the fine.",https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2022/20220920-BlnBDI-PM-Bussgeld-DSB.pdf
ETid-1399,GERMANY,Data Protection Authority of Baden-Wuerttemberg,2022-09-21,"50,000",Property development company,Real Estate,"Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,"The DPA of Baden-Württemberg has imposed a fine of EUR 50,000 on a property development company. 

The company had sent a letter to a property owner in which it made a purchase price offer for their property. The letter did not contain any information on the origin of the data. Even after the owner asked the company where the data had been obtained, the company did not reply. 

In the course of its investigation, the DPA discovered that a surveyor had made use of his authority to inspect the electronic land register and, in two cases, had identified several hundred property owners without their knowledge. Subsequently, the surveyor had passed the relevant information to the company, which contacted the property owners. 

The DPA considered this to be, on the one hand, a violation of Art. 6 (1) GDPR and, on the other hand, a violation of Art. 14 GDPR due to the lack of information on the origin of the data.",https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/
ETid-1400,SPAIN,Spanish Data Protection Authority (aepd),2022-09-16,"3,000","MARIELI GABRIELA, S.L.",Industry and Commerce,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 3,000 on MARIELI GABRIELA, S.L.. A person had filed a complaint with the DPA due to the fact that the company had debited their bank account even though there was no contractual relationship.",https://www.aepd.es/es/documento/ps-00203-2022.pdf
ETid-1401,SPAIN,Spanish Data Protection Authority (aepd),2022-09-16,"2,000",Agent of the real estate agency BARCELONA DREAM HOUSE AGENCY,Real Estate,Art. 13 GDPR,Insufficient fulfilment of information obligations,"The Spanish DPA has imposed a fine of EUR 2,000 on an agent of the real estate agency BARCELONA DREAM HOUSE AGENCY. An individual had filed a complaint with the DPA because the real estate agent had not sufficiently informed them about the processing of their personal data in the context of the conclusion of a rental agreement. For example, information on the purpose of the processing as well as on the controller was missing.",https://www.aepd.es/es/documento/ps-00115-2022.pdf
ETid-1402,SPAIN,Spanish Data Protection Authority (aepd),2022-09-20,"1,800",Union Sindical Obrera,Individuals and Private Associations,Art. 6 GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine on the trade union Union Sindical Obrera. An individual had filed a complaint with the DPA for repeatedly receiving emails from the controller despite having requested that their data be deleted. The original fine of EUR 3,000 was reduced to EUR 1,800 due to voluntary payment and admission of guilt.",https://www.aepd.es/es/documento/ps-00356-2022.pdf
ETid-1403,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-19,"2,000",Banca Comercială Română SA,"Finance, Insurance and Consulting","Art. 25 (1) GDPR, Art. 32 (1) b), d), e) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 2,000 on Banca Comercială Română SA. 

The bank had notified the DPA of a data breach pursuant to Art. 33 GDPR. 

Due to an error in the IT application of the controller, emails containing personal data of customers were sent to the wrong recipients. 
This data breach resulted in the unauthorized disclosure of and access to certain personal data such as first and last name, home address, phone number, email address, and financial information. The incident affected 564 individuals. 

The DPA found that the bank had failed to take appropriate technical and organizational measures to ensure a level of security commensurate with the processing risk.",https://www.dataprotection.ro/?page=Comunicat_Presa_19_09_2022&lang=ro
ETid-1404,SPAIN,Spanish Data Protection Authority (aepd),2022-09-23,"3,000",Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 3,000 on a private individual. The controller had installed video surveillance cameras which, among other things, also covered the public space. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller had not properly informed the data subjects about the processing of the data by the video surveillance and thus violated its duty to inform.",https://www.aepd.es/es/documento/ps-00379-2021.pdf
ETid-1405,POLAND,Polish National Personal Data Protection Office (UODO),2022-09-07,530,Sułkowice Cultural Center,Individuals and Private Associations,"Art. 28 (1), (3), (9) GDPR",Insufficient data processing agreement,"The Polish DPA has imposed a fine of EUR 530 on the Sułkowice Cultural Center.

During its investigation, the DPA found that the controller had transferred the processing of personal data to a processor without concluding a written concession agreement. 
In addition, the controller did not verify the processor and did not verify whether the processor provides sufficient guarantees to ensure that appropriate technical and organizational measures are taken to protect personal data.",https://www.uodo.gov.pl/decyzje/DKN.5131.29.2022
ETid-1406,HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-08-08,735,Company,Industry and Commerce,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 13 (1), (2) GDPR",Non-compliance with general data processing principles,The Hungarian DPA has imposed a fine of EUR 735 on a company. An individual had filed a complaint against the company with the DPA. An employee of the company had made sound recordings with a mobile phone during repair work at the complainant's home without informing the complainant.,https://naih.hu//hatarozatok-vegzesek?download=554:hangfelvetel-keszitese-szerelesi-munkak-soran
ETid-1407,HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-09-25,"1,200",Health insurance provider,Health Care,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 12 (3), (4) GDPR, Art. 31 GDPR",Non-compliance with general data processing principles,"The Hungarian DPA has imposed a fine of EUR 1,200 on a health insurance provider. 
The insurer had published the result of a Covid-19 test of the data subject on its website. This would have allowed unauthorized persons to access the personal data of the data subject. In addition, the insurer had not adequately cooperated with the agency during the DPA's investigation.",https://naih.hu//hatarozatok-vegzesek?download=557:erintetti-jogok-biztositasanak-serelme-a-vakcina-regisztracio-lekerdezes-vakcinareg-neak-gov-hu-kapcsan
ETid-1408,GERMANY,Data Protection Authority of Baden-Wuerttemberg,2022-09-21,"5,000",Surveyor,Real Estate,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The DPA of Baden-Württemberg has imposed a fine of EUR 5,000 on a surveyor. The surveyor had used his authority to inspect the electronic land register to identify several hundred property owners in two cases without their knowledge and had passed on the relevant information to a property developer. The latter in turn contacted the identified owners. The DPA determined that both the surveyor and the developer had unlawfully processed the data of the property owners.",https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/
ETid-1409,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-22,"2,000",Bitfactor SRL,"Finance, Insurance and Consulting","Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 2,000 on Bitfactor SRL. 
The controller had notified the DPA of a data breach pursuant to Art. 33 GDPR. 
Due to a malfunction of an application of the controller, marketing messages were sent to users of the website, resulting in a breach of confidentiality of the personal data concerning 1757 data subjects.
During its investigation, the DPA found that the controller did not take adequate technical and organizational measures to protect the personal data of the data subjects.",https://www.dataprotection.ro/?page=Comunicat_Presa_22_09_2022&lang=ro
ETid-1410,SPAIN,Spanish Data Protection Authority (aepd),2022-09-28,180,Y OTRO MAS C.B.,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,"The Spanish DPA has imposed a fine on Y OTRO MAS C.B.. The controller had installed a video surveillance system in a residential complex. During its investigation, the DPA found that the information sign about the video surveillance did not contain sufficient information about the processing of personal data, the controller and the exercise of data subject rights. The DPA considered this to be a violation of Art. 13 GDPR. The original fine of EUR 300 was reduced to EUR 180 due to admission of responsibility and voluntary payment.",https://www.aepd.es/es/documento/ps-00316-2022.pdf
ETid-1411,SPAIN,Spanish Data Protection Authority (aepd),2022-09-28,720,CLUB NATACIO LLEIDA,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine on CLUB NATACIO LLEIDA. The controller had installed a video surveillance system that recorded the cashier areas of the facility. The DPA considered this to be a violation of the principle of data minimization. The original fine of EUR 1,200 was reduced to EUR 720 due to voluntary payment and admission of guilt.",https://www.aepd.es/es/documento/ps-00093-2022.pdf
ETid-1412,DENMARK,Danish Data Protection Authority (Datatilsynet),2022-09-12,"6,700",Hørsholm municipality,Public Sector and Education,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"The Danish DPA has imposed a fine of EUR 6,700 on Hørsholm municipality. 
The municipality had reported a data breach to the DPA pursuant to Art. 33 GDPR. An employee's work computer, which contained sensitive and confidential information about approximately 1,600 municipality employees, had been stolen. During its investigation, the DPA determined that the data on the computer was not adequately secured and that the municipality had failed to take appropriate technical measures to protect personal data.",https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/sep/hoersholm-kommune-idoemt-boede-paa-50000-kr
ETid-1413,ITALY,Italian Data Protection Authority (Garante),2022-07-28,"2,000",Auto Hi-Fi System S.n.c,Industry and Commerce,"Art. 5 (1) a), c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Italian DPA has fined Auto Hi-Fi System S.n.c in the amount of EUR 2,000. The controller had installed a video surveillance system that covered not only the public road but also a private property. The DPA considered this a violation of the principle of data minimization. Also, the controller had not posted a sign with information about the video surveillance. The DPA considered this to be a violation of Art. 13 GDPR.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809504
ETid-1414,ITALY,Italian Data Protection Authority (Garante),2022-07-21,"2,000",Global Service s.r.l.,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,"The Italian DPA has fined Global Service s.r.l. EUR 2,000. The controller had installed video surveillance cameras in its premises without properly informing the data subjects about the processing of the data by the video surveillance. The DPA found that the controller had violated its duty to inform as set out in the GDPR.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9810045
ETid-1415,ITALY,Italian Data Protection Authority (Garante),2022-07-21,"10,000",Stay over s.r.l.,Industry and Commerce,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of data subjects rights,"The Italian DPA has fined Stay Over s.r.l. EUR 10,000. A former employee had filed a complaint with the DPA. The company had failed to respond to a request for access to personal data in a timely manner. In addition, the company had continued to process data from the employee's e-mail inbox after termination of the employment relationship without the employee's consent.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809466
ETid-1416,ITALY,Italian Data Protection Authority (Garante),2022-07-21,"3,000",Azienda Socio Sanitaria Territoriale Rhodense,Health Care,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"The Italian DPA has fined Azienda Socio Sanitaria Territoriale Rhodense EUR 3,000. The healthcare facility had reported the loss of a patient's medical record. The file contained personal data such as surname, first name, gender, date and place of birth, tax number, place of residence, telephone numbers of the data subject. The DPA determined that the incident was caused by a lack of technical and organizational measures to protect personal data at the healthcare facility.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809520
ETid-1417,SPAIN,Spanish Data Protection Authority (aepd),2022-09-28,"31,200","BAYARD REVISTAS, S.A.","Media, Telecoms and Broadcasting","Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on Bayard Revistas S.A.. Unauthorized persons had accessed the Bayard database and thus unauthorizedly siphoned off location and contact data of users of the database. Approximately 470,000 users were affected by the incident. The DPA's investigation determined that a vulnerability in the controller's systems allowed the incident to occur. The original fine of EUR 52,000 was reduced to EUR 31,200 due to voluntary payment and admission of guilt.",https://www.aepd.es/es/documento/ps-00246-2022.pdf
ETid-1418,AUSTRIA,Austrian Data Protection Authority (dsb),2021,Unknown,Private individual,Individuals and Private Associations,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,"The Austrian DPA has fined a private individual. The individual had installed a video surveillance system which, among other things, also recorded the public space and stored the images excessively long.",https://www.dsb.gv.at/dam/jcr:1360e98b-d22a-4a49-b3bd-6afca2f86d4c/Datenschutzbericht_2021.pdf
ETid-1419,AUSTRIA,Austrian Data Protection Authority (dsb),2021,600,Private individual,Individuals and Private Associations,"Art. 5 (1) a) GDPR, Art. 9 (1), (2) GDPR",Non-compliance with general data processing principles,"The Austrian DPA imposed a fine of EUR 600 on a private individual. The individual had contacted a public institution to draw their attention to the fact that the statement of a kindergarten teacher that she was 50% disabled did not correspond to reality. For this purpose, the person submitted a court report that contained health-related data of the data subject. In the course of its investigation, the DPA found that the transmission of the court report constituted an unlawful processing of the kindergarten teacher's personal data.",https://www.dsb.gv.at/dam/jcr:1360e98b-d22a-4a49-b3bd-6afca2f86d4c/Datenschutzbericht_2021.pdf
ETid-1420,DENMARK,Danish Data Protection Authority (Datatilsynet),2021-08-17,"20,100",Danish Immigration Agency,Public Sector and Education,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"The Danish DPA has imposed a fine of EUR 20,100 on the Danish Immigration Agency. 

Media reports brought the DPA's attention to possible logging errors in one of the agency's IT systems, which could have an impact on the rights and freedoms of residents. The DPA consequently started an investigation at the agency.

In spring and summer 2020, several security incidents occurred in the agency's systems, resulting in the loss of data records. 

The loss of data led to proceedings being initiated against a number of residents regarding the reduction of their cash benefits, and a number of residents being reported to the police for non-compliance with the provisions of the Foreigners Act.

During its investigation, the DPA found that a lack of technical and organizational measures allowed the incident to occur. For instance, the agency had not made adequate backups of the data processed, although this would have been necessary in view of the legal consequences a loss of the data could mean for the immigrants.",https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/aug/udlaendingestyrelsen-indstilles-til-boede
ETid-1421,SPAIN,Spanish Data Protection Authority (aepd),2022-10-04,"6,000",Club Náutico el Estacio,Individuals and Private Associations,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"The Spanish DPA (AEPD) has imposed a fine of EUR 6,000 on Club Náutico el Estacio. A data subject filed a complaint against the controller with the AEPD. The complaint is based on the fact that the controller has published the announcement and the record of the club's ordinary meeting on its website, disclosing personal data without access restrictions.",https://www.aepd.es/es/documento/ps-00004-2022.pdf
ETid-1422,UNITED KINGDOM,Information Commissioner (ICO),2022-10-04,"1,547,000",Easylife Ltd.,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 13 (1) c) GDPR, Regulation 21 PECR",Insufficient legal basis for data processing,"The UK DPA has imposed a fine of EUR 1,547,000 on Easylife Ltd. Easylife is a retailer that sells household items as well as services and products under its health, motor, supercard and garden clubs.

When purchasing certain products, the company made assumptions about the customer's health condition, whereupon the customer was then offered further products for purchase by phone or SMS that were related to their health condition. 

Of the 122 products in Easylife's Health Club catalog, 80 items were classified as 'trigger products.' Once customers purchased these products, Easlylife created a profile of them in order to target them with a health-related item. 

During its investigation, the DPA found that the company collected and used the personal data (health data) of a total of 145,500 data subjects without their consent or even knowledge. 

The DPA found that this 'invisible' processing of the personal data constituted a serious violation of the data subjects' rights, as they were not able to exercise their privacy and data protection rights at all due to lack of knowledge of the processing. 

In addition, the company had made 1,345,732 unsolicited marketing calls to individuals without their consent to the calls. The DPA considered this a violation of the PECR.",https://ico.org.uk/media/action-weve-taken/mpns/4021801/easylife-limited-mpn-article-5-1-a-20221004.pdf
ETid-1423,ITALY,Italian Data Protection Authority (Garante),2022-09-15,"100,000",Lazio Region,Health Care,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 100,000 on Lazio Region. 

An individual had filed a complaint with the DPA because she had received an invitation from the regional health authority to participate in the cervical cancer screening program that was addressed to her daughter, who died in 1995.

During its investigation, the DPA discovered that the daughter's data was still in the region's database even though she had already died. 
For this reason, the DPA found that the Region had violated the principles of accuracy and correctness. 

As the owner of the data, the Region should have ensured that the personal information was accurate and updated as necessary, and taken all reasonable steps to delete or correct the information it used in a timely manner.

In addition to the above, the Garante also found that the Region had not properly provided data subjects with the required information about the processing of their personal data when sending out the invitation letters for a cervical cancer screening campaign. 

In imposing the fine, the DPA took into account, as an aggravating factor, that the Region had already received a fine.",https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9810028
ETid-1424,ITALY,Italian Data Protection Authority (Garante),2022-07-07,"45,000",Senseonics Inc.,Health Care,"Art. 5 (1) a), b), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 45,000 on Senseonics Inc. The company had reported a data breach to the DPA pursuant to Art. 33 GDPR, involving an employee accidentally sending an information campaign by email to a large number of recipients in an open distribution list. This made it possible for all recipients to view the email addresses of the other recipients.  
The recipients of the e-mails were diabetic patients, making it possible to obtain information about the health status of the data subjects via the e-mails. 

In the course of its investigation, the DPA also identified other privacy violations involving the glucose monitoring system produced by the company. 

By downloading the monitoring app, users were required to accept both the contractual terms of use and the content of the privacy policy with a single 'click.' 

This did not allow them to separately give their consent to the individual processing operations, including the processing of health data.

Further, the DPA found that the company had violated the principles of fairness and transparency by providing users with confusing and sometimes erroneous information regarding the processing of personal data.

In addition, the company failed to designate its representative in the European Union as the contact person for all data protection issues.",https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9809998
ETid-1425,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,"4,000",PUNTO BADAL-BCN S.L.,Real Estate,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on the real estate agency PUNTO BADAL-BCN S.L.. The controller had sent marketing e-mails to several people in an open distribution list, making the email addresses of all recipients visible to the other recipients. The original fine of EUR 5,000 was reduced to EUR 4,000 due to voluntary payment.",https://www.aepd.es/es/documento/ps-00145-2022.pdf
ETid-1426,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,"24,000","CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.","Finance, Insurance and Consulting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine on CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.. A data subject filed a complaint with the DPA. The data subject had taken out an insurance policy with the controller, the beneficiary of which was his ex-life partner at the time. After the separation, the ex-life partner asked the controller to change the debit entry for the premium from the data subject's account to her account. The controller carried out this change without the consent of the data subject. The DPA considered this to be an unlawful change to the personal data of the data subject. The original fine of EUR 40,000 was reduced to EUR 24,000 due to voluntary payment and admission of responsibility.",https://www.aepd.es/es/documento/ps-00275-2022.pdf
ETid-1427,ESTONIA,Estonian Data Protection Authority (AKI),2020-08-17,56,Health care worker,Health Care,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Acess to personal data in a health database for private research activities.,https://www.aki.ee/et/uudised/uudishimuparing-toi-vaarteotrahvi
